"ID","Ref_Short","Ref_Long","Type"
"748","Leemans, 1981","Leemans, W.F., &#60;cite&#62;De Grote Gelderse Tollen en de tollenaars&#60;/cite&#62; (Zutphen, 1981)","secondary"
"750","Köhler 2013","Köhler, Michael, &#60;cite&#62;Thüringer Triften und Trassen. Frühe Wege in den Landschaften zwischen Werra und Weißer Elser&#60;/cite&#62;, (Jena 2013).","secondary"
"752","Goossen, 1862","Goossen, G. &#60;cite&#62;Geschiedkundige en plaatselijke beschrijving van Wageningen&#60;/cite&#62; (Wageningen, 1862)","secondary"
"754","Goossen, 1862","Goossen, G. &#60;cite&#62;Geschiedkundige en plaatselijke beschrijving van Wageningen&#60;/cite&#62; (Wageningen, 1862)","secondary"
"756","Grübel 1996","Grübel, Karlheinz, &#60;q&#62;650 Jahre &#34;Steinerne Werrabrücke&#34; in Vacha&#60;/q&#62;, in: &#60;cite&#62;Mitteilungen an die Mitglieder des Vereins für Hessische Geschichte und Landeskunde.&#60;/cite&#62; Ser. NF, 32 (1996), 19-29.","secondary"
"758","Schwämmlein 2015","Schwämmlein, Thomas, &#60;q&#62;Verkehrstechnische &#34;Ingenieurbauten&#34; des Mittelalters und der frühen Neuzeit im Raum Sonneberg.&#60;/q&#62; in: &#60;cite&#62;Altstraßen in Südthüringen. Stand und Perspektiven der Altstraßenforschung&#60;/cite&#62;, ed. by Bernd Bahn, Pierre Fütterer, Andrea Jakob and Barbara Umann, (Langenweißbach 2015), 133-135.","secondary"
"760","Beer 1993","Beer, Alfred, &#60;q&#62;Geschichte der Stadt Zeitz.&#60;/q&#62; In: &#60;cite&#62;Archäologische Berichte aus Sachsen-Anhalt&#60;/cite&#62; (1993), 173 – 184.","secondary"
"762","Müller 2014","Müller, Christine, &#60;q&#62;Dörfer, Burgen, Alte, Märkte. Vorgängersiedlungen landgräflich-thüringischer Gründungsstädte&#60;/q&#62;, in: &#60;cite&#62;Auf dem Wege zur mittelalterlichen Stadt in Thüringen.&#60;/cite&#62; ed. by Hans-Jürgen Beier und Peter Sachenbacher (Langenweissbach 2014), 95 - 103.","secondary"
"764","Bergmann 1994","Bergmann, Gerd, &#60;cite&#62;Ältere Geschichte Eisenachs von den Anfängen bis zum Beginn des 19. Jahrhunderts&#60;/cite&#62;. (Eisenach 1994).","secondary"
"766","Schwämmlein 2012","Schwämmlein, Thomas, &#60;q&#62; Fernstraßen und Landesherrschaft – Überlegungen zum Alter der direkten Fernstraßenverbindung zwischen Coburg und Saalfeld.&#60;/q&#62; in: &#60;cite&#62;Saalfelder Wege. Festgabe für Gerhard Werner zum 75. Geburtstag&#60;/cite&#62;, ed. by Volker Schimpff and Hans-Jürgen Beier (Langenweissbach 2012), 17-24.","secondary"
"768","Schmigalla 2012","Schmigalla, Hans, &#60;q&#62;Verkehrsgeographische Spuren in und um Rudolstadt – Komplemente zur mittelalterlichen Burgen- und Siedlungsgeschichte&#60;/q&#62;, in: &#60;cite&#62;Saalfelder Wege – Festgabe für Gerhard Werner zum 75. Geburtstag&#60;/cite&#62;, ed. by Volker Schimpff und Hans-Jürgen Beier (Langenweißbach 2012), 81-120.","secondary"
"770","Dahinten 1967","Dahinten, Ernst, &#60;q&#62;Die Hohe Straße über den Thüringer Wald von Coburg bis Ilmenau. Ein Beitrag zur Kenntnis der Waldüberquerung des alten mittleren &#34;Romweges&#34;&#60;/q&#62;, in: &#60;cite&#62;Jahrbuch der Coburger Landesstiftung&#60;/cite&#62; 12 (1967), 269-306.","secondary"
"772","UB Bremen","Ehmck, Dietrich Rudolf et al. (eds.), &#60;cite&#62;Bremisches Urkundenbuch&#60;/cite&#62;, 7 vols. (Bremen, 1873-1993)","edition"
"774","StAB, 2-R.2.A.o.2.b.","Staatsarchiv der freien Hansestadt Bremen, 2-R.2.A.o.2.b. Akzise- und Tonnengeldregister","archive"
"776","Jensen 1999","Jensen, Jørgen Elsøe, &#60;cite&#62;Danmarks Middelalderlige Byplaner. Syd- og Vestsjælland&#60;/cite&#62; (Odense, 1999). ","secondary"
"778","Fischer 1939","Fischer, Waldemar, &#60;q&#62;Die Coburger Geleitsstraßen zu Beginn des 16. Jahrhunderts.&#60;/q&#62; In: &#60;cite&#62;Zeitschrift des Vereins für Thüringische Geschichte und Altertumskunde&#60;/cite&#62; 41 (1939), 383 – 429.","secondary"
"780","Volland 1960","Volland, Arno, &#60;q&#62;Zur Geschichte der Verkehrswege im Raume des Werrawinkels Salzungen – Vach – Hörschel.&#60;/q&#62; In: &#60;cite&#62;Zeitschrift des Vereins für Hessische Geschichte und Landeskunde&#60;/cite&#62; 71, (1960), 17-36.","secondary"
"782","Bergmann 1993","Bergmann, Gerd, &#60;cite&#62;Straßen und Burgen um Eisenach.&#60;/cite&#62; (Eisenach 1993).","secondary"
"784","Kopitzsch; Tilgner 2000","Kopitzsch, Franklin; Tilgner, Daniel (eds.), &#60;cite&#62; Hamburg-Lexikon&#60;/cite&#62; (Hamburg 2000)","secondary"
"786","Stolz 1995","Stolz, Gerd, &#60;cite&#62;Kleine Kanalgeschichte. Vom Stecknitzkanal zum Nord-Ostsee-Kanal&#60;/cite&#62; (Heide in Holstein, 1995)","secondary"
"788","Stüwe 2004","Stüwe, Gertraud, &#60;q&#62;Die Hohe Straße zwischen Ohrdruf und Rotterode im Spätmittelalter  – eine Altstraßenbetrachtung aufgrund verschiedener Belege von 1143, 1420 und 1643.&#60;/q&#62; in: &#60;cite&#62;Blätter des Vereins für Thüringische Geschichte&#60;/cite&#62; 14 (2004), 6-11.","secondary"
"790","Fink 1927","Fink, Erich (ed.), &#60;cite&#62;Das älteste Stadtbuch von Osnabrück / Das Legerbuch des Bürgermeisters Rudolf Hammacher zu Osnabrück&#60;/cite&#62;, Osnabrücker Geschichtsquellen 4 (Osnabrück, 1927)","edition"
"792","Stüve 1872","Stüve, Johann Karl Bertram, &#60;cite&#62;Geschichte des Hochstifts Osnabrück, Bd. 2: 1508-1623&#60;/cite&#62; (Osnabrück, 1872)","secondary"
"794","Gerbing 1904","Gerbing, Walter, &#60;cite&#62;Die Pässe des Thüringerwaldes in ihrer Bedeutung für den innerdeutschen Verkehr und das deutsche Straßennetz.&#60;/cite&#62; (Diss. Halle a.d. Saale 1904).","secondary"
"796","Berg 1935","Berg, Alfred, &#60;q&#62;Die alten Heer- und Handelsstraßen durch die alte Thüringer Pforte. Sachsenburg als Zoll- und Geleitstätte&#60;/q&#62;, in: &#60;cite&#62;Heimatkalender für den Kreis Eckartsberga&#60;/cite&#62; 41 (1935) 42 - 48.","secondary"
"798","Groothedde 1992","Groothedde, Michel, &#60;q&#62;De vroege opkomst van Zutphen&#60;/q&#62;, in &#60;cite&#62;Zutphen&#60;/cite&#62; 11-1 (1992), 1-10.","secondary"
"800","Bosch 2019","Bosch, Rudolf, &#60;cite&#62;Stedelijke macht tussen overvloed en stagnatie. Stadsfinanciën, sociaal-politieke structuren en economie in het hertogdom Gelre, ca. 1350-1550&#60;/cite&#62; (Hilversum, 2019).","secondary"
"802","Fermin 2012","Fermin, Bert, &#60;cite&#62;De Halvemaanstraat. Proefsleuvenonderzoek naar de stadsontwikkeling en vestinggracht&#60;/cite&#62;, Zutphense Archeologische Publicaties 72 (Zutphen, 2012).","secondary"
"804","Frijhoff, Groothedde, Strake 2011","Frijhof, Willem; Groothedde, Michel; Te Strake, Christiaan, &#60;cite&#62;Historische atlas van Zutphen. Torenstad aan Berkel en IJssel&#60;/cite&#62; (Nijmegen, 2011).","secondary"
"806","Maarschalkerweerd, 1982","Maarschalkerweerd, P.C.B.; &#60;q&#62;De domaniale tol op de Lek te Rhenen/&#13;&#10;Wijk bij Duurstede&#60;/q&#62;, &#60;cite&#62;Jaarboek Oud-Utrecht&#60;/cite&#62; (1982), 7-17.","secondary"
"808","Van Schaïk 1989","Van Schaïk, Remi, &#60;q&#62;Zutphens geschiedenis: van de elfde tot het einde van de zestiende eeuw&#60;/q&#62;, in &#60;cite&#62;Geschiedenis van Zutphen&#60;/cite&#62;, ed. by Frijhoff, Willem Th.M. et. al. (Zutphen, 1989), 48-83.","secondary"
"810",,"Bemmel, A.A.B. &#60;q&#62;Naar de markt.&#60;/q&#62; &#60;cite&#62;Wijk bij Duurstede: 700 jaar stad : ruimtelijke structuur en bouwgeschiedenis&#60;/cite&#62; ed. by Van der Eerden-Vonk, M. A.and  J. Hauer (Hilversum, 2000)","secondary"
"812","Enklaar, 1924","Enklaar, D.Th, &#60;q&#62;Het tarief van den Rijntol te Wijk bij Duurstede, 1486, April 24&#60;/q&#62; &#60;cite&#62;Economisch-historisch jaarboek&#60;/cite&#62; 10,(1924), 194-197","edition"
"814","Niedersächsische Klosterkarte","Niedersächsische Klosterkarte (&#60;a href=&#34;http://www.landesgeschichte.uni-goettingen.de/kloester&#34;&#62;http://www.landesgeschichte.uni-goettingen.de/kloester&#60;/a&#62;)","secondary"
"816","Specht 1998","Specht, Reinhold, &#60;cite&#62;Geschichte der Stadt Zerbst. Band 1 &#60;/cite&#62;(Zerbst 1998).","secondary"
"818","Stolberg 1968","Stolberg, Friedrich, &#60;cite&#62;Befestigungsanlagen im und am Harz von der Frühgeschichte bis zur Neuzeit&#60;/cite&#62; (Hildesheim, 1968)","secondary"
"820","Graßmann 2006","Graßmann, Antjekathrin (ed.), &#60;cite&#62;Lübeck-Lexikon. Die Hansestadt von A bis Z&#60;/cite&#62; (Lübeck, 2006).","secondary"
"822","Eberhardt 1954","Eberhardt, Bodo, &#60;q&#62;Burg Schkopau bei Merseburg an der Saale.&#60;/q&#62; in: &#60;cite&#62;Mitteilungsblätter der Deutschen Burgenvereinigung e.V. zum Schutze Historischer Wehrbauten, Schlösser und Wohnbauten&#60;/cite&#62; (1954), 2-3.","secondary"
"824","Heinrich 2020","Heinrich, Klaus Dieter, &#60;q&#62;Ammerndorf – Vom Fischerdorf zur heimlichen Hauptstadt des Saalekreises.&#60;/q&#62;, recherchiert von Siegfried Herber und Jürgen Lange  &#60;cite&#62;&#60;a href= „https://www.ammendorf.de/index.php/geschichte“&#62;www.ammerndorf.de&#60;/a&#62;, abgerufen am 21.02.2020.&#60;/cite&#62;","secondary"
"826","Hartmann 2016","Hartmann, Peter, &#60;cite&#62;Die Lübecker Landwehren im Mittelalter und in der Frühen Neuzeit&#60;/cite&#62;, Jahresschrift der Archäologischen Gesellschaft der Hansestadt Lübeck e.V., Sonderband 1 (Lübeck, 2016)","secondary"
"828","Jensen 1992","Jensen, Jørgen Elsøe &#60;cite&#62;Danmarks Middelalderlige Byplaner. Fyn med omliggende øer&#60;/cite&#62; (Herning, 1992)","secondary"
"846","Straube 2003","Straube, Manfred, &#60;q&#62;Freyburg – ein bedeutender Transitort im Handelsverkehr vergangener Jahrhunderte.&#60;/q&#62; In: &#60;cite&#62;Saale-Unstrut-Jahrbuch&#60;/cite&#62; 8 (2003), 14-27.","secondary"
"848","Löbe 1887","Löbe, Julius, &#60;q&#62;Der alte Altenburger Zoll- und Geleitstarif.&#60;/q&#62;in:  &#60;cite&#62;Mitteilungen der Geschichts- und Altertumsforschenden Gesellschaft des Osterlandes&#60;/cite&#62; 9 (1887), 451-460.","secondary"
"850","v. Braun 1872","von Braun, Ernst, &#60;cite&#62;Die Stadt Altenburg in den Jahren 1350 bis 1525.&#60;/cite&#62; (Altenburg 1872).","secondary"
"852","Straube 2014","Straube, Manfred, &#60;cite&#62;Geleitswesen und Warenverkehr im thüringisch-sächsischen Raum zu Beginn der Frühen Neuzeit.&#60;/cite&#62; (Köln 2015).","secondary"
"854","Denzel 2015","Denzel, Markus A., &#60;q&#62;Die Leipziger Märkte vom 12. Jahrhundert bis zu den Privilegierungen von 1497, 1507 und 1514.&#60;/q&#62;in: &#60;cite&#62;Geschichte der Stadt Leipzig. Band 1: Von den Anfängen bis zur Reformation&#60;/cite&#62;, ed. by Enno Bünz (Leipzig 2015), 322 - 340. ","secondary"
"856","Döbner 1902","Döbner, Eduard, &#60;q&#62;Die Entstehung der Jahrmärkte und die Wochenmärkte in Meiningen.&#60;/q&#62; in: &#60;cite&#62;Neue Beiträge zur Geschichte des deutschen Altertums (Henneberg)&#60;/cite&#62; 17 (1902), 9-18.","secondary"
"858","Schröder, Biernatzki 1856","Schröder, Johannes von, and Hermann Biernatzki, &#60;cite&#62;Topographie der Herzogthümer Holstein und Lauenburg, des Fürstenthums Lübeck und des Gebiets der freien und Hanse-Städte Hamburg und Lübeck&#60;/cite&#62;, Bd. 2 (Leipzig, 1856).","secondary"
"860","Schröder; Biernatzki 1855","Schröder, Johannes von; Biernatzki, Hermann, &#60;cite&#62;Topographie der Herzogthümer Holstein und Lauenburg, des Fürstenthums Lübeck und des Gebiets der freien und Hanse-Städte Hamburg und Lübeck&#60;/cite&#62;, Bd. 1 (Leipzig, 1855).","secondary"
"862","Dippel; Ropers 2018","Dippel, Horst; Ropers, Claus (eds.), &#60;cite&#62;Das Alte Land von A bis Z. Lexikon einer Elbmarsch&#60;/cite&#62; (Husum, 2018)","secondary"
"864","Casemir; Ohainski 1995","Casemir, Kirstin; Ohainski, Uwe, &#60;cite&#62; Niedersächsische Orte bis zum Ende des ersten Jahrtausends in schriftlichen Quellen&#60;/cite&#62; (Hannover 1995)","secondary"
"866","Prange 1960","Prange, Wolfgang, &#60;cite&#62;Siedlungsgeschichte des Landes Lauenburg im Mittelalter&#60;/cite&#62; (Neumünster, 1960)","secondary"
"868","MUB","Verein für mecklenburgische Geschichte und Altertumskunde (ed.), &#60;cite&#62;Mecklenburgisches Urkundenbuch&#60;/cite&#62;, 25 vols. (Schwerin, 1863-1936)","edition"
"870","Denner 1935","Denner, Richard, &#60;q&#62;Kahla im Mittelalter, seine Verfassung und Verwaltung&#60;/q&#62;, in: &#60;cite&#62;Mitteilungen des Vereins für Geschichte und Altertumskunde zu Kahla&#60;/cite&#62; 8 (1935), 425-447.","secondary"
"872","Schulte 1986","Schulte, A.G., &#60;cite&#62;Het Land van Maas en Waal&#60;/cite&#62;, De Monumenten van Geschiedenis en Kunst (Zeist, 1986)","secondary"
"874","Heesing 1913","Heesing, Robert, &#60;q&#62;Geschichte des Emder Stapelrechtes&#60;/q&#62;, &#60;cite&#62;Jahrbuch der Gesellschaft für bildende Kunst und vaterländische Altertümer zu Emden&#60;/cite&#62; 18 (1913), 1-52","secondary"
"876","Heesing 1916","Heesing, Robert, &#60;q&#62;Geschichte des Emder Stapelrechtes II&#60;/q&#62;, &#60;cite&#62;Jahrbuch der Gesellschaft für bildende Kunst und vaterländische Altertümer zu Emden&#60;/cite&#62; 19 (1916), 1-68","secondary"
"878","Born 2017","Born, Eberhard,&#60;cite&#62; 650 Jahre Lengenfelder Warte 1367-2017. Ein geschichtlicher Rückblick im Wandel der Zeit. &#60;/cite&#62; (Bad Langensalza 2017).","secondary"
"880","Benders 2005","Benders, Jeroen, &#60;q&#62; Uit de schaduw van het kasteel: Vollenhove van de 12de eeuw tot omstreeks 1400 &#60;/q&#62;, in &#60;cite&#62; Vollenhove, stad en vermaarde zonen. Negen opstellen bij de viering van 650 jaar stadsrecht&#60;/cite&#62;, ed. by Jos Mooijweer (Kampen, 2005) 17-42, 115-126.","secondary"
"882","Heniger","Heniger, J, &#60;q&#62;Het beleg van Hagestein in 1405&#60;/q&#62; in &#60;cite&#62;Historische Vereniging Ameide en Tienhoven&#60;/cite&#62; (2015, 2), 9 ","secondary"
"884","Groot Pl. Boeck Utrecht","&#60;cite&#62;Groot placaatboek ... Utrecht &#60;/cite&#62;, Vol. 3, 1729","secondary"
"886","Bienert 2007","Bienert, Thomas, &#60;q&#62;Zur Baugeschichte der Sachsenburgen an der Thüringer Pforte.&#60;/q&#62; in: &#60;cite&#62;Burgenrenaissance im Historismus.&#60;/cite&#62; Forschungen zu Burgen und Schlössern Bd. 10, hrsg. von der Wartburg-Gesellschaft zur Erforschung von Burgen und Schlössern. (München – Berlin 2007), 167 - 176.","secondary"
"888","Aulepp 1975","Aulepp, Rolf, &#60;q&#62;Die Mittelalterlichen Fernstraßen im Kreisgebiet von Mühlhausen in Thüringen.&#60;/q&#62; In: &#60;cite&#62;Eichsfelder Heimathefte&#60;/cite&#62; 17 (1975), 359 – 364.","secondary"
"890","Sinn 2015","Sinn, Wolfgang, &#60;q&#62;Via Regia und Regionalgeschichte.&#60;/q&#62; In: &#60;cite&#62;Altstraßen in Südthüringen. Stand und Perspektiven der Altstraßenforschung,&#60;/cite&#62; Bernd Bahn, Pierre Fütterer, Andrea Jakob and Barbara Umann (Hrsg.), (Langenweißbach 2015), 85-89.","secondary"
"892","UB Meppen","Wenker, Hermann (ed.), &#60;cite&#62;Meppener Urkundenbuch. Urkunden aus den Jahren 800-1485&#60;/cite&#62; (Meppen, 1902-1906)","edition"
"894","Bronnen Beneden Maasgebied","&#60;cite&#62;Bronnen voor de economische geschiedenis van het Beneden-Maasgebied 1104-1534, Part 2&#60;/cite&#62;, ed. by J.G. Smit (Den Haag, 1997) Rijks Geschiedkundige Publicatiën (GS  236), XV","secondary"
"896",,"Groningen, Catharina L. van,  &#60;cite&#62;De Krimpenerwaard &#60;/cite&#62; (Zeist / Zwolle, 1996 2e).","secondary"
"898","Stadt Weißensee 1998","&#60;cite&#62;Geschichte der Stadt Weißensee von den Anfängen bis zur Gegenwart.&#60;/cite&#62; Festschrift anlässlich des 800jährigen Marktrechtes der Stadt Weißensee 1998, hrsg. von der Stadt Weißensee (Erfurt 1998).","secondary"
"900","Kühlhorn 1976","Kühlhorn, Erhard, &#60;q&#62;Städtische Siedlungen&#60;/q&#62;, in &#60;cite&#62;Historisch-Landeskundliche Exkursionskarte von Niedersachsen, Blatt Moringen, Erläuterungsheft&#60;/cite&#62;, ed. by Erhard Kühlhorn (Hildesheim, 1976), 89-116","secondary"
"902","Sudendorf 1859","Sudendorf, Hans Friedrich Georg Julius (ed.), &#60;cite&#62;Urkundenbuch zur Geschichte der Herzöge von Braunschweig und Lüneburg und ihrer Lande&#60;/cite&#62;, 11 vols. (Hannover, 1859-1883) ","edition"
"904","Gollhardt 1930","Gollhardt, Walter, &#60;cite&#62;Tambach. Beiträge zur Siedlungsgeographie des Thüringer Waldes.&#60;/cite&#62; (Jena 1930).","secondary"
"906","Kautz 2015","Kautz, Hans-Ulrich, &#60;q&#62;Die Untere Brücke in Meiningen: Steinernes Gewölbe – Eiserne Brücke – Volkshausbrücke&#60;/q&#62;, in: &#60;cite&#62;Jahrbuch des Hennebergisch-Fränkischen Geschichtsvereins&#60;/cite&#62; 30 (2015), 197 - 212.","secondary"
"908","Streich 1996","Streich, Gerhard, &#60;q&#62;Mittelalterliche Wehranlagen&#60;/q&#62;, in &#60;cite&#62;Historisch-Landeskundliche Exkursionskarte von Niedersachsen, Blatt Höxter, Erläuterungsheft&#60;/cite&#62;, ed. by Gerhard Streich (Bielefeld, 1996), 67-93","secondary"
"910","Zalewski 2003","Zalewski, Przemyslaw Paul, &#60;cite&#62;Baugeschichte einer Handwerkerstadt im hessisch-fränkisch-thüringischen Grenzland. Stadtgefüge und Baukonstruktion in der Stadt Schmalkalden vom 13. bis 18. Jahrhundert.&#60;/cite&#62; (Erfurt 2003).","secondary"
"912","Straube 1996","Straube, Manfred, &#60;q&#62;Der hansische Binnenhandel - die wirtschaftlichen Beziehungen zwischen Thüringen und den Seestädten zu Beginn der frühen Neuzeit.&#60;/q&#62; in: &#60;cite&#62;Hanse - Städte - Bünde. Die sächsichen Städte zwischen Elbe und Weser um 1500,&#60;/cite&#62; hrsg. von Matthias Puhle (Magdeburg 1996), 396 - 405.","secondary"
"914","Schich 1994","Schich, Winfried, &#60;q&#62;Die Havel als Wasserstraße im Mittelalter. Brücken, Dämme, Mühlen, Flutrinnen,&#60;/q&#62; in: &#60;cite&#62;Jahrbuch für Brandenburgische Landesgeschichte&#60;/cite&#62; 45 (1994), 31 - 55.","secondary"
"916","Lenz 1964","Lenz, Wilhelm, &#60;q&#62;Ergänzungen zum Aufsatz von Johann Segelken, Die Geschichte des Marktwesens in den früheren Herzogtümern Bremen und Verden&#60;/q&#62;, &#60;cite&#62;Stader Jahrbuch&#60;/cite&#62; N.F. 54 (1964), 175-176.","secondary"
"918","Segelken 1963","Segelken, Johann, &#60;q&#62;Die Geschichte des Marktwesens in den früheren Herzogtümern Bremen und Verden, 2. Teil&#60;/q&#62;, &#60;cite&#62;Stader Jahrbuch&#60;/cite&#62; (1963), 111-128.","secondary"
"920","Keyser 1939","Keyser, Erich (ed.), &#60;cite&#62;Deutsches Städtebuch Bd. I, Nordostdeutschland&#60;/cite&#62; (Stuttgart, 1939)","secondary"
"922","Hasse 1885","Hasse, Ernst, &#60;cite&#62;Geschichte der Leipziger Messen.&#60;/cite&#62; (Leipzig 1885).","secondary"
"924","StAB, 1-By","Staatsarchiv Bremen, 1-By - 1449 August 10","archive"
"926","De Beaufort; Van den Berg 1968","De Beaufort, R.F.P.; Van den Berg, H.M., &#60;cite&#62;De Betuwe&#60;/cite&#62; (Den Haag 1968).","secondary"
"928","Loosjes, 1803","Loosjes, P.A., &#60;cite&#62;Vaderlandsche historie, vervattende de geschiedenissen der Vereenigde Nederlanden&#60;/cite&#62; Volume 30, (Amsterdam, 1803)","secondary"
"930","Van Veen 1901","Van Veen, J.S. (ed.), &#60;cite&#62;Rechtsbronnen van Tiel&#60;/cite&#62; (Den Haag 1901).","edition"
"932","Kuys 1987","Kuys, Jan A.E., &#60;cite&#62;De ambtman in het Kwartier van Nijmegen (ca. 1250-1543)&#60;/cite&#62; (Nijmegen 1987).","secondary"
"934","Gerbing 1894","Gerbing, Luise, &#60;q&#62;Beiträge zum thüringischen Geleitswesen im 16. und 17. Jahrhundert.&#60;/q&#62; in: &#60;cite&#62;Mitteilungen der Geographischen Gesellschaft für Thüringen zu Jena.&#60;/cite&#62; 13 (1894), 50 - 62.","secondary"
"936","Lübbing 1933","Lübbing, Hermann, &#60;q&#62;Aus dem Cloppenburger Rechnungsbuch von 1474/75&#60;/q&#62;, &#60;cite&#62;Oldenburger Jahrbuch des Vereins für Landesgeschichte und Altertumskunde&#60;/cite&#62; 37 (1933), 70-93.","secondary"
"938","Held 1999","Held, Wieland, &#60;q&#62;Der Messeplatz Naumburg. Seine Geschichte und sein Verhältnis zur Leipziger Messe am Anfang des 16. Jahrhunderts.&#60;/q&#62; in: &#60;cite&#62;Leipzigs Messen 1497 - 1997. Gestaltwandel – Umbrüche –Neubeginn, Teilband 1: 1497 - 1914&#60;/cite&#62;, hrsg. von Hartmut Zwahr, Thomas Topfstedt und Günter Beltele (Köln – Weimar – Wien 1999), 75 - 86.","secondary"
"940","Wildenhayn 1955","Wildenhayn, Kurt, &#60;cite&#62;Kurmainzische Zölle und zollähnliche Abgaben in der Stadt Erfurt.&#60;/cite&#62; (Erfurt 1955).","secondary"
"942","Van Berkel; Samplonius 2018","Van Berkel, Gerard; Samplonius, Kees, &#60;cite&#62;Nederlandse plaatsnamen verklaard&#60;/cite&#62; (2018).","secondary"
"944","StAB, 1-Bg","Staatsarchiv Bremen, 1-Bg - 1562 Oktober 12","archive"
"946","Wahl 1995","Wahl, Volker, &#60;q&#62;Zur Geschichte des Rennsteigs im Thüringer Wald unter besonderer Berücksichtigung des Schmalkalder Raumes.&#60;/q&#62; in: &#60;cite&#62;Schmalkalder Geschichtsblätter&#60;/cite&#62; 2 (1995), 130 - 140.","secondary"
"948","Uhlemann 1998","Uhlemann, Hans-Joachim, &#60;q&#62;Die Elbe bis zur Tidegrenze.&#60;/q&#62; in: &#60;cite&#62;Flüsse und Kanäle. Die Geschichte der deutschen Wasserstraßen,&#60;/cite&#62; hrsg. von Martin Eckoldt (Hamburg 1998), 174 - 191.","secondary"
"950","Hodenberg 1858","Hodenberg, Wilhelm von, &#60;cite&#62;Die Diöcese Bremen und deren Gaue in Sachsen und Friesland&#60;/cite&#62;, Bd. 2 (Celle, 1858)","secondary"
"952","Website Gemeinde Ebersdorf","&#60;q&#62;Die Zeit vor 1900&#60;/q&#62;, Website der Gemeinde Ebersdorf (&#60;a href=&#34;http://www.ebersdorf-nds.de/index.php/chronik/vor-1900&#34;&#62;http://www.ebersdorf-nds.de/index.php/chronik/vor-1900&#60;/a&#62;)","secondary"
"954","Hamburgisches UB","Lappenberg, Johann Martin; Nirrnheim, Hans (eds.), &#60;cite&#62;Hamburgisches Urkundenbuch&#60;/cite&#62;, 4 vols. (Hamburg, 1842-1967)","edition"
"956","Hodenberg 1856","Hodenberg, Wilhelm von (ed.), &#60;cite&#62;Bremer Geschichtsquellen, zweiter Beitrag, das Vörder Register&#60;/cite&#62; (Celle 1856)","edition"
"958","Pennigbüttel 2016","&#60;cite&#62;Festschrift 800 Jahre Pennigbüttel&#60;/cite&#62; (Pennigbüttel, 2016)","secondary"
"960","Eckoldt und Uhlemann 1998","Eckoldt, Martin und Hans-Joachim Uhlemann, &#60;q&#62;Die Saale mit Unstrut und Elster sowie Elster-Saale-Kanal.&#60;/q&#62; in: &#60;cite&#62;Flüsse und Kanäle. Die Geschichte der deutschen Wasserstraßen,&#60;/cite&#62; hrsg. von Martin Eckoldt (Hamburg 1998), 201 - 208.","secondary"
"962","Eckoldt 1987","Eckoldt, Martin, &#60;q&#62;Schiffahrt auf kleinen Flüssen. 4. Nebenflüsse der Elbe,&#60;/q&#62; in: &#60;cite&#62;Deutsches Schiffahrtsarchiv&#60;/cite&#62; 10 (1987), 7-36.","secondary"
"964","UB Hardehausen","Müller, Helmut (ed.), &#60;cite&#62;Urkunden des Klosters Hardehausen&#60;/cite&#62; (Paderborn, 2002)","edition"
"966","UB Lüneburg","Vogler, Wilhelm Friedrich (ed.), &#60;cite&#62;Urkundenbuch der Stadt Lüneburg&#60;/cite&#62;, 3 vols. (Hannover; Lüneburg, 1872-1877)","edition"
"968","Hoyer UB","Hodenberg, Wilhelm von (ed.), &#60;cite&#62;Hoyer Urkundenbuch&#60;/cite&#62;, 8 vols. (Hannover, 1848-1855)","edition"
"970","Gerike 2007","Gerike, Hans Otto, &#60;cite&#62;Magdeburg. In Karten, Plänen und Ansichten,&#60;/cite&#62; (Magdeburg 2007).","secondary"
"972","Sommer 1837","Sommer, E. (Hrsg.), &#60;q&#62;Pößneck.&#60;/q&#62; in: &#60;cite&#62;Saxonia. Museum für sächsische Vaterlandskunde&#60;/cite&#62; 11 (1837), 60.","secondary"
"974","Stoi 2000","Stoi, Gert, &#60;q&#62;Der Werdegang Römhilds vom Dorf zur Stadt&#60;/q&#62;. in: &#60;cite&#62;Mitteilungen der Gemeinde der Steinsburgfreunde,&#60;/cite&#62; N.F. 3/4 (1999-2000).","secondary"
"976","Blöthner 2017","Blöthner, Alexander, &#60;cite&#62;Abschied von der alten Saale. Zur Geschichte der Jagd, der Fischerei und des Waldes – Anmerkungen zur Entstehung der Städte und des Handels – Vom alten Bergbau-, Hütten-, Mühlen-, und Flößereiwesen,&#60;/cite&#62; Beiträge zur Wirtschafts- und Sozialgeschichte des Saale-, Orla- und Wisenta-Raumes, Band 2 (Norderstedt 2017).","secondary"
"978","NLA AU, Rep. 4, B 1 f Nr. 1262 a","Niedersächsisches Landesarchiv Aurich, Rep. 4, B 1 f Nr. 1262 a: Beschwerden des Bischofs Johann Wilhelm von Münster über den neu eingeführten Zoll in Halte (1581)","archive"
"980","NLA AU, Rep. 4, B 2 v Nr. 1 a","Niedersächsisches Landesarchiv Aurich, Rep. 4, B 2 v Nr. 1 a: Der Prozeß des Hochstifts Münster gegen die Grafen von Ostfriesland am Reichskammergericht um den Zoll von Halte (1583-1602)","archive"
