"ID","Nodes_ID","Language","Pertains_To","Description"
"13050","6754","DE","settlement","Die Kirche selbst wurde bereits vor 1646 erbaut. Es ist bekannt, dass sie 1646 erneuert wurde. Das Dorf und Rittergut 'Skulte' ('Adjamünde') wurde erstmals 1540 erwähnt."
"13052","5890","DE","settlement","Die Siedlung und das Rittergut wurden erstmals 1372 erwähnt. 1490 wird ein Krug erwähnt. 1544 wurde ein Hakelwerk angelegt."
"13054","8470","DE","settlement","Die Gegend fiel bereits 1253 an den Deutschen Orden, woraufhin im 13. Jahrhundert eine Burg errichtet wurde. 1290 wurde diese erstmals urkundlich erwähnt. 1244 entstand ein Hakelwerk."
"13056","8470","DE","city","Stadtrechte wurden 1378 verliehen. 1440 trat die Stadt der Hanse bei."
"13058","2835","DE","settlement","1253 fiel die Gegend an den Deutschen Orden. 1443 wurde das Rittergut, welches vom Ordne erbaut wurde, erstmals erwähnt."
"13060","7090","DE","settlement","Die Gegend 'Sarnitus' wurde 1230 erstmals erwähnt."
"13062","4306","DE","settlement","Das Dorf wurde 1486 erstmals erwähnt."
"13064","10262","DE","settlement","Die Burg wurde erstmals 1309 erwähnt. 1329 wurde ein Hakelwerk angelegt."
"13066","10262","DE","city","Im 15. Jahrhundert erhielt Piltene Rigasches Stadtrecht."
"13068","2844","DE","settlement","Die ursprüngliche Burg von Hasenpoth wurde 1245 vom Deutschen Orden unterworfen, woraufhin 1249 eine neue Burg am linken Ufer erbaut wurde. "
"13070","2844","DE","city","1378 wurde die Gründungsurkunde der Stadt ausgefertigt. Sie erhielt Rigisches Stadtrecht sowie Bürgermeister und Rat."
"13072","187","DE","settlement","Ein Rittergut wurde 1387 erwähnt."
"13074","1630","DE","settlement","Der Ort wurde 1230 erstmals erwähnt und geriet 1253 an den Deutschen Orden. Im 15. Jahrhundert entstand ein Hakelwerk, welches 1435 niederbrannte."
"13076","4410","DE","settlement","Ursprünglich ein kleines Fischerdorf 'Liwa', dessen Hafen 1253/67 erstmal erwähnt wurde. 1291 wird das 'castrum Lyva' genannt. 1413 wurde es erstmal als Siedlung erwähnt. Nachdem die Siedlung 1418 von Litauern zerstört wurde, erfolgte der Wiederaufbau und die Erhebung zum Marktflecken."
"13078","4410","DE","city","Libau erhielt 1625 Stadtrechte."
"13080","3773","DE","city","Genaues Jahr der Stadtwerdung ist unbekannt; Kleinenberg wird jedoch 1249 als 'oppidum' geführt. "
"13082","6978","DE","settlement","1253 fiel das waldige Gebiet an den Deutschen Orden, die 1368 eine Burg errichteten. 1429 existierte ein Rittergut."
"13084","240","DE","settlement","Der Deutsche Orden erbaute das alte Schloss zwischen 1245-50. Möglicherweise wurde es jedoch später, im Jahre 1265 errichtet. Bis 1583 war es die Domäne des Bischofs."
"13086","3498","DE","settlement","Das Rittergut wurde 1509 erstmals erwähnt."
"13088","6636","DE","settlement","1253 wurde die Siedlung dem Deutschen Orden zugeteilt."
"13090","5826","DE","settlement","1253 wurde die Siedlung dem Deutschen Orden zugeteilt. "
"13092","1992","DE","settlement","Das Gebiet war vom 9. bis 13. Jahrhundert bereits besiedelt. 1253 wurde es dem Deutschen Orden zugeteilt, der in den 1370er Jahren eine Burg errichtete. Im 16. Jahrhundert existierte ein Hakelwerk."
"13094","7002","DE","settlement","Das Amt 'Schwarden' wurde 1628 erstmals erwähnt."
"13096","2463","DE","settlement","Das Rittergut wurde 1561 erwähnt und wurde als Lehen vergeben."
"13098","3297","DE","settlement","Das Rittergut wurde wohl kurz nach 1530 erbaut."
"13100","1470","DE","settlement","Die 'Semgallenburg' wurde 1289 vom Deutschen Orden erobert. Dieser baute 1335 eine neue Burg. 1444 wurde ein Hakelwerk erwähnt."
"13102","7169","DE","settlement","Das Rittergut des Deutschen Ordens wurde 1442 erwähnt."
"13104","6099","DE","settlement","Das Dorf wurde 1494 erwähnt."
"13106","7839","DE","settlement","Das Gebiet fiel 1253 an den Deutschen Orden, der 1299 eine Burg anlegte. Seit 1442 wurde ein Rittergut erwähnt. 1445 wurde eine Hakelwerk genannt."
"13110","6511","DE","settlement","Das Dorf wurde 1230/31 erstmals erwähnt und ging 1253 an den Deutschen Orden."
"13112","8248","DE","settlement","Das Rittergut wurde 1560 erstmals erwähnt."
"13114","8680","DE","settlement","Im 9. bis 13. Jahrhundert existierte bereits eine alte Burg. 1253 fiel das Land an den Deutschen Orden. Dieser errichtete etwa 1282 eine neue Burg. 1462/64 ist ein Hakelwerk belegt, welches als 'Stadt' bezeichnet wurde. Als dieses 1563 verfallen war, wurde der Flecken im 17. Jahrhundert neu angelegt."
"13116","3546","DE","settlement","1245 wurde die alte Burg vom Deutschen Orden erobert. Um 1300 wurde dann eine neue Burg erbaut, bei der sich ein Hakelwerk entwickelte. Im 17. Jahrhundert wurde die Siedlung als 'Flecken' bezeichnet."
"13118","8455","DE","settlement","Das Rittergut wurde 1422 erstmals erwähnt."
"13120","2660","DE","settlement","Das Rittergut wurde 1566 erstmals erwähnt."
"13122","4969","DE","settlement","1265 erbaute der Deutsche Orden eine Burg."
"13124","4969","DE","city","1345 wurde ein Hakelwerk erwähnt. 1573 erhielt der Ort Rigasches Stadtrecht."
"13126","8592","DE","settlement","Das Rittergut wurde 1413 erstmals erwähnt."
"13128","3505","DE","settlement","1567 wurde eine Kirche erwähnt."
"13130","4841","NL","settlement","Vroegste vermelding in 1302. De nederzetting Meijel ontstond aan een doorgaande weg door het hoogveengebied De Peel en onwikkelde zich tot een vrijheerlijkheid. De oorspronkelijke nederzetting, Luttel Meijel of later Hof genoemd, bevond zich bij de Willibrordusput op de grens met Deurne. Zuidelijk daarvan werd omstreeks 1425 een parochiekerk gebouwd. Tevens kende het dorp een of meerdere herbergen."
"13132","4841","NL","toll","Een tol van de heren van Meijel wordt in 1483 voor het eerst vermeld als ""Kijeboem"". Het tolhuis bevond zich op een boogschot afstand van de Willibrordusput op de grens met Deurne."
"13134","12853","DE","settlement","Eine Siedlung wird erstmals 1237-1247 erwähnt, eine Burg 1395."
"13136","263","DE","settlement","Im 13./14. Jarhundert wurde womöglich durch den Deutschen Orden eine Burg gebaut."
"13138","8820","DE","settlement","Das Rittergut wurde 1543 erwähnt."
"13140","475","DE","settlement","Im 14. Jahrhundert wurde eine Burg des Deutschen Ordens erbaut, in dessen Nähe eine Hakelwerk entstand."
"13142","475","DE","city","1609 erhielt der Ort Stadtrechte."
"13144","2484","DE","settlement","Das Rittergut wurde 1272 erstmals erwähnt."
"13146","2101","DE","settlement","Das Gut wurde 1556 als Lehen vergeben."
"13148","3610","DE","settlement","Gut in der Nähe der Mündung des Flusses Ķekava. Zu einem unbekannten Zeitpunkt wurde hier auch eine nach der Burg Dahlen (Dole) benannte Kirche auf der gleichnamigen Flussinsel errichtet, die 1630 als verfallen galt. "
"13150","3683","DE","settlement","Der Deutsche Orden erbaute 1380 ein Schloss am rechten Dünaufer. 1577 wurde es von Russen zerstört."
"13152","3725","DE","settlement","1257 wurde das Rittergut erstmals erwähnt."
"13154","6425","DE","settlement","Die Siedlung wurde 1201 durch Bischof Albert gegründet. Noch vor 1234 wurde die erste bischöfliche Pfalz gebaut. Kurz nach 1202 wurde eine Burg des Deutschen Ordens erbaut, die 1297 von Rigensern zerstört. 1330 wurde daher eine neue Burg errichtet."
"13156","6477","NL","settlement","Vroegste vermelding in 1130."
"13158","6425","DE","city","Deutsche Bürger aus Gotland und Deutschland erhielten 1211 gotländisches und 1294/97 Hamburger Stadtrecht. 1350 bekamen sie jedoch ein eigenes Rigisches Stadtrecht."
"13160","6477","NL","city","Vroegste vermelding als stad ('oppidum') in 1224. Het precieze jaar waarin het stadrecht werd verleend is niet bekend, maar dit moet tussen 16 juni 1224 en 22 oktober 1229 door graaf Gerard IV van Gelre gebeurd zijn."
"13162","668","DE","settlement","Da Gut existierte im 17. Jahrhundert."
"13164","6477","NL","fair","Roermond had drie jaarmarkten: op dinsdag na Pinksteren (bekend sinds 1294/5), St. Remigius en St. Barbara (sinds 1351). Een grafelijke oorkonde uit 1372 verlengde de duur van alle jaarmarkten in Roermond naar 16 dagen en voerde een vierde jaarmarkt in, waarvan de datum echter onbekend is."
"13166","3597","DE","settlement","Das Fischerdorf wurde 1634 erstmals erwähnt."
"13168","2456","NL","settlement","Vroegste vermelding in 1040."
"13170","8484","NL","settlement","Voor het eerst genoemd in de dertiende eeuw. Winschoten kreeg op 7 mei 1819 stadsrechten van Willem I van Nederland."
"13172","521","NL","settlement","Vroegste vermelding in 1438, in een kopie."
"13176","8043","NL","settlement","De vroegste vermelding in 1316."
"13178","6823","NL","settlement","Vroegste vermelding in 1282, in een zestiende-zeventiende-eeuwse kopie."
"13180","5091","DE","settlement","Der Wasserlauf wurde im 13. Jahrhundert von Zisterziensern angelegt."
"13182","8839","NL","settlement","Vroegste vermelding van 'Broke' in 1273. Vroegste vermelding van 'Suthabroke' in 1283, in een zestiende-zeventiende-eeuwse kopie."
"13184","5447","NL","settlement","Vroegste vermelding van 'Broke' in 1273. Vroegste vermelding van 'Nortdabrock' in 1478."
"13186","7199","NL","settlement","Vroegste vermelding in de elfde eeuw."
"13188","1620","DE","settlement","Bischof Albert stiftete 1202 ein Zisterzienserkloster auf dem rechten Ufer der Düna. Dieses wurde 1205-1208 erbaut. Es wurde im Laufe der Zeit zur Burg ausgebaut. 1305 kaufte es der Deutsche Orden."
"13190","6766","NL","settlement","Vroegste vermelding in 1660."
"13192","8717","DE","settlement","Das Rittergut wurde 1463 erstmals erwähnt. "
"13194","4792","NL","settlement","Vroegste vermelding in 1652, in een kopie uit 1768."
"13196","5260","DE","settlement","1297 wurde eine Burg des Deutschen Ordens erwähnt. 1656 wurde sie zerstört. Es existierte zudem eine dazugehöriges Rittergut."
"13198","2811","DE","settlement","De vroegste vermelding in 1249, in een kopie uit circa 1789. De volgende vermelding dateert uit 1323."
"13200","5450","NL","settlement","Vroegste vermelding in een kopie uit 1254."
"13202","2228","NL","settlement","Vroegste vermelding in de twaalfde eeuw."
"13204","5448","NL","settlement","Vroegste vermelding in 1299."
"13206","2097","NL","settlement","Vroegste vermelding in 1288, in een zestiende-zeventiende-eeuwse kopie."
"13208","7648","NL","settlement","Vroegste vermelding in een kopie uit 1301."
"13210","2100","NL","settlement","Vroegste vermelding in 1057, in een kopie uit de veertiende eeuw."
"13212","4790","NL","settlement","Vroegste vermelding in 1344."
"13214","11919","NL","settlement","Vroegste vermelding in tiende-elfde eeuw."
"13216","8840","NL","settlement","Vroegste vermelding van 'Hurum' in 1338. Vroegste vermelding van 'Zuuthorm' in 1466."
"13218","5449","NL","settlement","Vroegst vermelding in 1375."
"13220","5422","NL","settlement","Vroegste vermelding in 1579."
"13222","2428","DE","settlement","Vroegste vermelding in 1500."
"13224","8037","NL","settlement","Vroegste vermelding in 1476."
"13226","7330","NL","settlement","Vroegste vermelding in 1299."
"13228","3271","NL","settlement","Vroegste vermelding in 1400."
"13230","3615","NL","settlement","Vroegste vermelding in 1329."
"13232","2393","NL","settlement","Vroegste vermelding in 1116, in een zestiende-eeuwse kopie."
"13234","4692","NL","settlement","Vroegste vermelding in 1223, in een dertiende-eeuws kopie."
"13236","3209","NL","settlement","Vroegste vermelding in 1102."
"13238","8872","NL","settlement","Vroegste vermelding in 1224."
"13240","1100","NL","settlement","Vroegste vermelding in 1230."
"13242","564","NL","settlement","Vroegste vermelding in 1230."
"13244","67","NL","settlement","Vroegste vermelding in 1336. "
"13246","8289","NL","settlement","Vroegste vermelding in circa 1135-1180. "
"13248","8180","NL","settlement","Vroegste vermelding in 1242."
"13250","4828","NL","settlement","Vroegste vermelding in 1134, in een vervalsing uit circa 1180-1190. Volgende vermelding in 1213."
"13252","283","NL","settlement","Vroegste vermelding rond 1100."
"13254","7985","NL","settlement","Vroegste vermelding in 1334."
"13256","719","NL","settlement","Vroegste vermelding in circa 365, in een dertiende-eeuwse kopie. Volgende vermelding waarschijnlijk in 802-822, in een kopie uit 1150-1158. Volgende vermelding in 1213."
"13258","361","NL","settlement","Vroegste vermelding in 1219."
"13260","5183","NL","settlement","Vroegste vermelding in 1204."
"13262","384","NL","settlement","Vroegste vermelding in 1244."
"13264","3041","NL","settlement","Vroegste vermelding in 1383."
"13266","6481","NL","settlement","Vroegste vermelding in 1230."
"13268","3001","NL","settlement","Vroegste vermelding in 968."
"13270","7157","NL","settlement","Vroegste vermelding in waarschijnlijk de eerste helft van de negende eeuw, in een zeventiende-eeuwse kopie. Volgende vermelding in 858 en 943, in een elfde-eeuwse kopie. Volgende vermelding in 1057 in een twaalfde-eeuwse kopie."
"13272","8044","NL","settlement","Vroegste vermelding in 943, in een elfde-eeuwse kopie. Volgende vermelding in 1277."
"13274","12882","DE","settlement","Erstmals um 1092 erwähnt."
"13276","12882","DE","fair","Bottrop erhielt 1423 einen Kram- und Viehmarkt am Michaelistag."
"13278","12891","DE","settlement","1065 urkundet Heinrich IV. in Gerstungen. Die Existenz eines Markts wird seit der ersten Hälfte des 11. Jahrhunderts angenommen, die Dreiecksform des Markts scheint für eine frühe Anlage zu sprechen. Gerstungen kann im 11. Jahrhundert als eine Königspfalz gelten. 1311 kann eine Wasserburg in Gerstungen nachgewiesen werden."
"13280","8834","DE","settlement","Erstmals 1181 erwähnt."
"13282","12515","NL","bridge","De Hoornbrug wordt voor het eerst in 1340 vermeld. Waarschijnlijk was het toen nog een houten brug met een bakstenen fundering. Een nieuwe compleet bakstenen brug met twee bogen werd in 1601-2 gebouwd."
"13284","12515","NL","settlement","Ten zuiden van de brug werd in 1502 een Heiligkruiskapel gesticht door Comen Gheryt van Leyden als dank voor zijn behouden terugskomst van zijn bedevaart naar Jeruzalem. De kapel werd waarschijnlijk in 1572-1575 tijdens oorlogshandelingen gesloopt."
"13286","12927","NL","harbour","Toen de trekvaart tussen Leiden en Delft via de Vliet werd ingesteld in 1636-1638, werd de Vliet in Leiden met het Galgenwater ten westen van de stadt verbonden."
"13288","4330","NL","lock","Een dam in de Vliet in Leidschendam wordt voor het eerst in 1434 vermeld. Deze dam was gebouwd om de waterhuishouding te reguleren en verhinderde de vrije doorvaart op de Vliet. Goederen moesten hier dus overgeslagen werden. Toen de Vliet werd uitgebouwd tot trekvaart tussen Delft en Leiden in 1636-1638 werd er een duiker en overtoom gebouwd. De duiker kon alleen door kleinere boten gepasseerd worden; goederen en passagiers moesten hier uitgeladen worden voordat het schip middels de overtoom over de dam gesleept kon worden."
"13290","4330","NL","settlement","Leidschendam ontstond bij een dam in de Vliet, die voor het eerst in 1434 wordt vermeld. De nederzetting zelf wordt in 1486 genoemd."
"13292","12151","NL","settlement","Vroegste vermelding in 1317. De naam is afgeleid van het water Krommenie, dat voor het eerst in 1276 vermeld wordt."
"13294","12934","NL","settlement","Vroegste vermelding in de eerste helft van de 11e eeuw, in een kopie uit 1063."
"13296","7367","DE","settlement","Vroegste vermelding in 1224."
"13298","708","NL","settlement","Vroegste vermelding in 1173-eind dertiende eeuw"
"13300","6385","NL","settlement","Vroegste vermelding in 1173"
"13302","1684","NL","settlement","Vroegste vermelding in 712-713, in een kopie uit 1191. Volgende vermelding in 1102-1105, in een twaalfde-eeuwse kopie."
"13304","6422","NL","settlement","Vroegste vermelding in 1312-1350."
"13306","1510","NL","settlement","Vroegste vermelding in 1297, in een achttiende-eeuwse kopie."
"13308","7959","NL","settlement","Vroegste vermelding in het eerste kwart van de dertiende eeuw."
"13310","4308","NL","settlement","Vroegste vermelding in 1253."
"13312","7474","NL","settlement","Vroegste vermelding in 1312-1350. "
"13314","2178","NL","settlement","Vroegste vermelding1173."
"13316","2149","NL","settlement","Vroegste vermelding in 1302."
"13318","4443","NL","settlement","Vroegste vermelding in 1155."
"13320","333","NL","settlement","Vroegste vermelding in 1202-1212."
"13322","5585","NL","settlement","Vroegste vermelding in veertiende eeuw."
"13324","622","NL","settlement","Vroegste vermelding in 1294."
"13326","899","NL","settlement","Vroegste veermelding in 1271."
"13328","6714","NL","settlement","Vroegste vermelding in 1294. "
"13330","8015","NL","settlement","Vroegste vermelding in 1428."
"13332","4695","NL","settlement","Vroegste vermelding in 1521."
"13334","1438","NL","settlement","Vroegste vermelding in 1213."
"13336","489","NL","settlement","Vroegste vermelding in de helft van de elfde eeuw, in een kopie uit de achttiende eeuw"
"13338","8241","NL","settlement","Vroegste vermelding in 1335."
"13340","4829","NL","settlement","Vroegste vermelding 847, in een negende-eeuwse kopie. Volgende vermelding in 908, in een tiende-eeuwse kopie. Volgende vermelding in 1119."
"13342","12941","NL","settlement","Het huis Rustenburg wordt voor het eerst in 1573 vermeld. Volgens sommige auteurs zou de naam op een herberg teruggaan."
"13344","6737","NL","settlement","Vroegste vermelding in 1217."
"13346","8464","NL","settlement","Vroegste vermelding in 930. Volgende vermelding in 1316."
"13348","6812","NL","settlement","Voor het eerst vermeld in 1145, in een vervalsing kort na 1145. Volgende vermelding waarschijnlijk vervalsing in 1151. Volgende vermelding in circa 1179-1180 [1152]."
"13350","2882","NL","settlement","Vroegste vermelding in 1176, in een achttiende-eeuwse kopie."
"13352","527","NL","settlement","Vroegste vermelding in 1096, in een vijftiende-eeuwse kopie. Volgende vermelding in circa 1170-1180 [1124]."
"13354","2115","NL","settlement","Vroegste vermelding in 1450. "
"13356","3338","NL","settlement","Vroegste vermelding in 1330."
"13358","6838","NL","settlement","Vroegste vermelding in 1421."
"13360","2685","NL","settlement","Vroegste vermelding in 1161, in een dertiende-eeuwse kopie."
"13362","8511","NL","settlement","Vroegste vermelding in 1125."
"13364","5842","NL","settlement","Vroegste vermelding in 1364."
"13366","3053","NL","settlement","Vroegste vermelding in 1227. "
"13368","8022","NL","settlement","Vroegste vermelding in 1016. "
"13370","4354","NL","settlement","Vroegste vermelding in 1208."
"13372","7947","NL","settlement","Vroegste vermelding in 1041."
"13374","7145","NL","settlement","Vroegste vermelding in 1155, in een dertiende-eeuwse kopie. "
"13376","2885","NL","settlement","Vroegste vermelding in circa 300, in een achtste- en tiende-eeuws kopie. Volgende vermelding in 365, in een dertiende-eeuwse kopie. Volgende vermelding in 1050 in een elfde-eeuwse kopie."
"13378","3807","NL","settlement","Vroegste vermelding in 968, in een vervalsing uit 1138. Volgende vermelding in midden van de elfde eeuw, in een achttiende-eeuwse kopie."
"13380","10720","NL","settlement","Vroegste vermelding in 1545."
"13382","12944","NL","settlement","Vroegste vermelding in 1108 of kort daarna. Volgende vermelding in 1241."
"13384","7494","NL","settlement","De vroegste vermelding is waarschijnlijk van circa 1660. "
"13386","12271","NL","settlement","Vroegste vermelding in de dertiende eeuw."
"13388","1105","NL","settlement","Vroegste vermelding in 1388."
"13390","7862","NL","settlement","De vroegste vermelding dateert uit de dertiende eeuw, waarschijnlijk uit circa 1240."
"13392","2803","NL","settlement","Vroegste vermelding in 1401."
"13394","7716","NL","settlement","Vroegste vermelding in 1392."
"13396","12380","NL","settlement","Vroegste vermelding in de dertiende eeuw."
"13398","1368","NL","settlement","Vroegste vermelding in 1397."
"13400","12270","NL","settlement","Vroegste vermelding in 1132 in een vervalsing van de tweede helft van de dertiende eeuw. De volgende vermelding dateert waarschijnlijk uit 1243."
"13402","1983","NL","settlement","De vroegste vermelding in 1085. Dit document is echter een vervalsing van rond 1200. Een andere vroege vermelding dateert uit 1216."
"13404","1492","NL","settlement","De eerste genoemde nederzetting dateert uit 754 in een veertiende-eeuwse kopie van een document uit het begin van de negende eeuw."
"13406","4314","NL","settlement","Voor het eerst vermeld op een muntstuk van 1038-1057. "
"13408","4314","NL","city","Leeuwarden heeft officieel nooit stadsrechten gekregen. Leeuwarden werd echter door andere steden erkend als stad. De vroegste vermelding hiervan dateert van 31 oktober 1285."
"13410","11761","NL","settlement","Het is bekend dat Berlikum rond 900 bestond, gelegen nabij de Middelzee (een voormalige riviermonding in de Waddenzee). "
"13412","11761","NL","city","Berlikum wordt voor het eerst als stad genoemd in 1355 en het is bekend dat het in de veertiende eeuw stadachtige kenmerken had."
"13414","1983","NL","city","Een document van 25 juli 1417 vermeldt verschillende stadse kenmerken; stadsrechten worden echter niet genoemd. Volgens Cox ontwikkelden zich geleidelijk stadsrechten tussen de late veertiende eeuw en 1474."
"13416","2967","NL","settlement","Vroegste vermelding in dertiende eeuw."
"13418","2816","NL","settlement","Voor het eerst genoemd in 1228."
"13420","2816","NL","city","Volgens Cox dateert de vroegste vermelding als stad uit 1317. Van Berkel & Samplonius beweren dat Harlingen in 1234 stadsrechten kreeg."
"13422","6514","DE","settlement","Vroegste vermelding in 1389."
"13424","2033","NL","settlement","Vroegste vermelding in de dertiende eeuw."
"13426","3332","NL","settlement","Vroegste vermelding in 1399-1401."
"13428","7658","NL","settlement","Vroegste vermelding in 1491."
"13430","7659","NL","settlement","Vroegste vermelding in de dertiende eeuw."
"13432","2258","DE","settlement","Vroegste vermelding in de dertiende eeuw."
"13434","3439","NL","settlement","Vroegste vermelding in de dertiende eeuw."
"13436","5776","NL","settlement","Vroegste vermelding in de dertiende eeuw."
"13438","5774","NL","settlement","Vroegste vermelding in de dertiende eeuw."
"13440","1373","NL","settlement","Vroegste vermelding in 1408."
"13442","1670","NL","settlement","Vroegste vermelding in 1245, in een dertiende-eeuwse kopie."
"13444","5659","NL","settlement","Vroegste vermelding in 1132, in een vervalsing van de tweede helft van de dertiende eeuw."
"13446","4356","NL","settlement","Vroegste veermelding in 1309."
"13448","7203","NL","settlement","Voor het eerst genoemd 26 maart 1384."
"13450","7203","NL","city","Voor het eerst genoemd als stad op 27 april 1422. Sloten werd tijdens de middeleeuwen ommuurd. In 1672 werden verdere vestingwerken toegevoegd."
"13452","3298","NL","settlement","Voor het eerst genoemd in 1268. "
"13454","3298","NL","city","Het vroegst mogelijke jaar dat IJlst stadsrechten kreeg is 1268. Cox stelt dat IJlst voor het eerst wordt genoemd als 'oppidum' in 1315."
"13456","7220","NL","settlement","Voor het eerst genoemd op 15 augustus 1296."
"13458","7220","NL","city","Sneek werd voor het eerst genoemd als stad op 9 oktober 1317. In 1492 werd een aarden wal gebouwd en werd een gracht toegevoegd."
"13460","809","NL","settlement","Voor het eerst genoemd 1038-1057"
"13462","809","NL","city","Stadsrechten verleend vóór 4 april 1331. "
"13464","8612","NL","settlement","Voor het eerst genoemd in 1327."
"13466","8612","NL","city","Volgens Cox werd Workum voor 1385 een stad. Van Berkel & Samplonius noemen 1350."
"13468","3064","NL","settlement","Voor het eerst genoemd tussen 822 en circa 825. "
"13470","3064","NL","city","Voor het eerst genoemd als stad op 25 juli 1368."
"13472","5020","NL","settlement","Vroegste vermelding in 1398."
"13474","7356","NL","settlement","De vroegste vermelding dateert uit de tiende of vroege elfde eeuw."
"13476","7356","NL","city","Cox stelt dat stadsrechten werden verleend door Egbert I van Brunswijk en markgraaf van Friesland, vóór 1068. Van Berkel & Samplonius stellen echter dat stadsrechten vóór 1077 werden verleend door Egbert's zoon en opvolger, Egbert II, markgraaf van Meissen en Friesland."
"13478","7356","NL","harbour","Het is bekend dat er in de tiende eeuw een haven bestond, die fungeerde als exporthaven voor zout. Het kreeg echt belang in de elfde eeuw, toen Stavoren deelnam aan de handel op de Rijn en IJssel. Stavoren bloeide in de veertiende eeuw, maar naarmate de Zuiderzee uitbreidde, werd de haven ondiep. Als gevolg hiervan nam het in belang af."
"13482","6853","NL","settlement","Vroegste vermelding van 'Borc' in 1298-1304. Vroegste vermelding van 'Schipbork' in 1634."
"13484","2456","NL","city","Groningen heeft nooit officieel stadsrechten gekregen van een landheer. Groningen had echter meerdere stadse kenmerken en ontwikkelde zich tussen de elfde en dertiende eeuw tot een stad. In de dertiende eeuw was de stad al ommuurd. Het vroegste document van een stadsbestuur dateert van 14 november 1245."
"13486","260","NL","settlement","Vroegste vermelding in 1139, in zestiende-eeuwse kopie. De volgende vermelding is een kopie uit circa 1148."
"13488","1685","NL","settlement","Vroegste vermelding in 1309."
"13490","12960","NL","settlement","Vroegste vermelding in de 14e eeuw."
"13492","10069","DE","toll","Die Wasserburg war am Ende des Mittelalters oder sogar später Standort eines Beigeleits."
"13494","6173","NL","city","Na 1410 werden bij het dorp Purmerend een kasteel en een stad gesticht door de Amsterdamse bankier Willem Eggert, thesaurier van de graaf van Holland. Tussen 29 december 1410 en 21 april 1484 verkreeg Purmerend verschillende stedelijke privileges, maar een oorkonde met een verlening van het stadsrecht ontbreekt. Purmerend kreeg grotere betekenis als een regionaal marktcentrum na de inpoldering van de Beemster, Purmer en Wormer in de eerste helft van de 17e eeuw."
"13496","11861","NL","harbour","In de stadsrechten van 1357 werd ook het recht opgenomen, een nieuwe haven aan te leggen, die de Purmer met de Zuiderzee verbond. Edam werd zo tot een belangrijke zeehaven voor het Noord-Hollandse achterland."
"13498","11861","NL","city","Het stadsrecht voor Edam werd door graaf Willem V van Holland verleend op 19 november 1357."
"13500","4328","DE","settlement","956 schenkt Otto I. Besitz in Liebstedt an das Kloster in Quedlinburg. 1331 ist die Wasserburg im Besitz des Deutschen Ordens."
"13502","12969","NL","settlement","Vroegste vermelding in 1289. Het dorp heette oorspronkelijk Nieuwland, maar die naam werd snel verdrongen door de naam van Sint Maarten, aan wie de plaatselijke kerk was gewijd."
"13504","322","DE","fair","Die Daten der Jahrmärkte in Aschersleben sind unbekannt."
"13506","5354","DE","settlement","Die Siedlung Eimer wird erstmals 1191 erwähnt. Sie war verteilt in den zwei Ortschaften Nieder- und Obereimer, die erstmals separat 1207 genannt werden."
"13508","6125","DE","settlement","Erstmals 1378 erwähnt. 1971-1972 wegen Braunkohletagebau aufgelöst."
"13510","8815","DE","settlement","Erstmals 1378 erwähnt."
"13512","12044","DE","toll"," ""Seit langer Zeit"" wurden auf der Merxleber Brücke Brückenzinsen von der Stadt Langensalza aus erhoben, bis er 1668 an den Stadtherren abgegeben wurde. Es gab ein Brückenhaus und einen Brückenturm."
"13514","13002","DE","settlement","Das Gebiet 'Saccze' wurde 1230 im Kurenvertrag erwähnt. 1253 fiel es dem Deutschen Orden zu. Ende des 14. Jahrhunderts wurde ein Hof Sacken mehrfach verlehnt. Sackenhausen war jedoch ein Güterkomplex aus mehreren Höfen und einem Krug."
"13516","579","DE","fair","Das Jahr der Verleihung der Berliner Jahrmärkte wird nicht erwähnt."
"13518","1112","DE","settlement","Der Ort wurde 1450 erstmals erwähnt. Etwas weiter westlich gab es wohl eine Fähre mit der man den Fluss Aa überqueren konnte. "
"13520","1675","DE","settlement","Das Rittergut wurde 1526 erstmals erwähnt."
"13522","2165","DE","settlement","1209 wurde das Gebiet vom Deutschen Orden erobert. Die Burg wurde 1239 zerstört."
"13524","5199","DE","settlement","Im 14. Jahrhundert wurde das Nerfter Moor erwähnt. Später dann ein Rittergut."
"13526","7006","DE","settlement","Das Rittergut existierte schon vor 1625. Allerdings sind die Besitzverhältnisse erst ab 1625 bekannt."
"13528","4159","DE","settlement","Ein der Dörfer der 'kurischen Könige' mit Sonderrechten, die es 1439 erhielt."
"13530","13010","DE","bridge","Eine ""grote brugge"" über die Windau in Goldingen wird 1438 erwähnt, als sie wiederhergestellt wurde."
"13532","4040","DE","settlement","Erstmals 1342 erwähnt."
"13534","4684","DE","settlement","Erstmals 1278 erwähnt."
"13536","4722","NL","settlement","Het gehucht werd voor het eerst in 1118 vermeld, in een mogelijk vervalste 13e-eeuwse kopie."
"13538","5815","DE","settlement","Erstmals 1267 erwähnt."
"13540","7256","DE","settlement","Erstmals 1220 erwähnt."
"13542","7065","DE","settlement","Erstmals 1242 erwähnt."
"13544","13030","DE","settlement","Erstmals um 985 erwähnt."
"13546","6778","DE","settlement","Erstmals 1169-1179 erwähnt. Zu der Zeit gab es bereits die örtliche Saline."
"13548","4551","DE","settlement","Erstmals 1231 erwähnt."
"13550","8752","DE","staple","1278 bestand ein Niederlagsrecht."
