"ID","Parent_ID","Name","Alternative_Name","Latitude","Longitude","Geonames_ID","Ready","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Toll","Toll_From","Toll_To","Toll_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Fair","Fair_From","Fair_To","Fair_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description"
"8914","","Bosseborner Warte","","51.761807","9.336906","","y","y","1620","","Watchtower in the enclosure ('landwehr') of Höxter. The tower proper was located on a hill 200m south of the street. In its place the Bismarckturm was built in 1900.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8915","3240","","","51.772904","9.383406","","","","","","","","","","","y","1115","","Bridge toll; it was leased to the monastery Willebadessen in 1300.","","","","","","","","","","","","","","y","1115","","Located near the monastery of Corvey on the crossing of two important long-distance routes, Höxter was an important point to cross the river Weser. A ferry is first mentioned in 836, and from 1115 onwards a bridge, which was the first bridge known to have been built across the Weser. The original bridge was probably constructed from wood, replaced in 1249 at the latest by a stone bridge with seven arches and a wooden central part, which could be removed in case of ice drift in winter. The bridge was destroyed in 1673 and only rebuilt in 1831.","","","","","","","",""
"8916","","Gieselwerder","Werde; Werder; Insula; Gyselwerde; Ghyslenwerder","51.60042","9.55145","2920560","y","y","1093","","The lords of Gieselwerder are first mentioned in 1093, who inhabited a castle on a former island ('werder') in the Weser river. A ferry is mentioned here in 1409. The castle was already dilapidated in 1583/87 and consequently almost entirely demolished.","","","","","y","1462","","Water, land and ferry toll, which was leased by the archbishop of Mainz to the landgrave of Hesse in 1462. The toll was also listed in a 1584 complaint from Bremen about the tolls on the Weser. Toll registers exist among others for the years 1637-9 and 1645-6; for the 16th century, only entries for the land and ferry toll are known. Toll tariffs are known only from 1543-45 (analysed by Demandt).","","","","","","","","","","","","","","","","","","","","","","","","",""
"8917","","Bodenfelde","Budinifelde; Budinifeld; Budinefeldun; Budinisvelt; Budinoveldun; Budinueldun; Budineveldon; Budineveld; Budeneuelde; Budenevelde; Bodenvelt; Bodeneuelde; Bodenvelde; Bodinfelde; Bodennfelde; Bödenfel","51.637836","9.555473","2947139","y","y","826","","The settlement originally existed as two separate settlements on both sides of the Reiherbach. Economically significant were the saltworks in the village. Attempts to raise the village to a town in 1437 failed due to destructions during feuds.","","","","","y","1270","1533","In 1270, the duke of Brunswick acquired the toll in Wahmbeck and half of the toll in Bodenfelde. The river toll was moved to Lauenförde in 1534, because ships sailing upstream on the Weser increasingly transshipped their cargo onto the land route in Herstelle. The land toll in Bodenfelde remained.","","","","","","y","","","","","","","","","","","","y","","","","","","",""
"8920","","Polle","Collibus; Pol; Pollis; Poel; Polla","51.8967","9.4078","2852858","y","y","1285","","It can be assumed that the place was already settled during the 9th and 10th century. The borough ('flecken') that exists today originated from the castle that was first mentioned in 1285. ","","","","","y","1285","","In the first mention of the castle in 1285, a toll of the Counts of Everstein on the Weser is mentioned, which is confirmed in a Bremen complaint of 1584, as well as a charter of the monastery Hardehausen from 1597.","","","","","","","","","","","","","","","","","","","","","","","","",""
"8921","","Burg Ohsen","Osen; Ozen; Ossen","52.0513","9.3936","","y","y","1259","","Castle on the right shore of the Weser, first mentioned in 1259, but probably built around 1200.","","","","","y","1422","","Toll station for the river traffic, mentioned in a 1584 complaint from Bremen, as well as in a 1597 charter of the monastery Hardehausen. The beginnings of the toll are unclear; it is not known whether a toll was already levied here before the castle came to the dukes of Brunswick in 1422. When Ohsen was pawned to Oberhofmarschall Franz Ernst Graf v. Platen in 1681, both a land and a river toll were mentioned.","","","","","","","","","","","","","","","","","","","","","","","","",""
"8922","12853","","","52.0194","9.42398","","y","","","","","","","","","y","1500","","In 1510, citizens of Bodenwerder were exempted from the Weser toll in Grohnde, which was levied by Evert von Münchhausen, who had been enfeoffed with the toll, before. The Weser toll is further mentioned in a 1584 complaint from Bremen, but not in a list of Weser tolls in a charter of the monastery Hardehausen from 1597.","","","","","","","","","","","","","","","","","","","","","","","","",""
"8923","2778","Hamelner Loch","","52.104212","9.353683","","","","","","","","","","","y","1200","","Conflict about tolls between Hameln and Minden around 1200; bishop Dietmar of Minden arbitrated and declared that citizens of both towns were mutually exempted from toll payments. Hameln acquired the right to levy a ship and bridge toll from duke Albrecht of Brunswick in 1277. The toll is still mentioned in a Bremen complaint from 1584, but not in a Weser toll list in a charter of the monastery of Hardehausen from 1597.","","","","","","","","","","","","","","","","","","y","","","","y","1314","","A weir in the Weser river, the so-called Hamelner Loch, which was first mentioned in 1314 but might have been built at the beginning of the 11th century, provided a considerable barrier for shipping on the river. The 6,30m wide passage for ships in the form of a wooden slipway, the Fiehre, was only passable when the cargo of the ships was unloaded first, which promoted a staple-like situation."
"8924","","Hausberge","Porta Westfalica; Hus tom Berge; Monte; Hauß zum Berg; Schalksburg; castellum Scalcaburg; Schalkesberge; de monte; Montis; Husbage","52.238883","8.921883","2908947","y","y","1020","","The castle Schalksburg was first mentioned in 1020, later referred to as Hausberge and demolished in 1723. Next to it, a settlement developed that was characterised as town in 1548 and received market privileges in 1613, but remained a borough ('flecken').","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8925","","Stolzenau","Stoltenouwe; Stoltznow; Stoltenow; Stoltenawe; Stoltzenaw","52.5104","9.0806","2826503","y","y","1346","","A castle was built in 1346 by the count of Hoya during a border conflict between Hoya and Minden. The corresponding settlement is characterised as borough ('flecken') from 1459 onwards.","","","","","y","1346","","Toll on land and on the Weser river, which was pawned in 1553. Furthermore, it is mentioned in 1576, in a 1584 complaint from Bremen, and in a 1597 charter of the monastery Hardehausen. The toll station probably went back to the founding of the castle. Toll revenues are known for some years around 1600.","","","","","","y","1590","","Three fairs were granted in 1590, on the Mondays after Reminiscere, St John the Baptist and St Lawrence.","","","","","y","1573","","A bridge across the Weser is mentioned in 1573. It was destroyed by floods in 1582 and rebuilt in 1587.","","","","","","","",""
"8926","","Schlüsselburg","Slotesborch; Schlotelborg","52.484315","9.074916","2838169","y","y","1335","","A castle was built by the bishop of Minden in 1335 during border disputes with Hoya. A planned settlement was built in the second half of the 14th century, which received borough ('weichbild') privileges in 1400.","","","","","y","1335","","A toll on the Weser river in Schlüsselburg is mentioned in a 1584 complaint from Bremen, as well as a 1597 list of Weser tolls from the monastery Hardehausen. It probably went back to the foundation of the castle.","","","","","","","","","","","","","","","","","","","","","","","","",""
"8927","","Hoya","Hogen; Hoye; Hoia; Hoyen; Hoyge","52.805469","9.14473","2898316","y","y","1000","","Possibly a settlement of the Angrivarii before, it is first mentioned in the 11th century. A castle is first mentioned in 1213. From 1233, it is characterised as town ('urbs', 'civitas', 'stadt') or borough ('weichbild', 'flecken'). It acquired borough ('weichbild') privileges probably in 1368.","","","","","y","1335","","In a 1335 treaty between Bremen and Hoya, it is agreed that Bremen skippers enjoy free shipping on the Weser river in return for the payment of a transit toll in Hoya. The toll was pawned in 1543, and mentioned in a 1584 complaint from Bremen and in a charter of the monastery Hardehausen from 1597. Toll revenues are known from the late 16th century.","","","","","","","","","","","","","","","","","","","","","","","","",""
"8928","","Dreye","Dreie; Dreige; Drege; Dreya","53.0143","8.8891","2934974","y","y","1158","","First mentioned in 1158.","","","","","y","1258","","Toll of the counts of Hoya, later the dukes of Brunswick-Lüneburg. The monastery of Schinna was exempted from toll payments in Weyhe in 1258. Later - probably before 1370 - the toll was moved to Dreye, where it is mentioned again in the 16th century. It was leased to Dr. jur. Gideon Eggeling in 1571, and to the wife of count Simon of Lippe in 1582. The toll collector in 1574 is named Johann von Redessen (Bodeßen?), who was responsible for collecting the land and water toll. The river toll in Dreye is mentioned in a 1597 charter of the monastery of Hardehausen, but not in a list of Weser toll stations in a 1584 complaint from Bremen; a toll in Schlieme, just a few kilometres upstream, is mentioned instead. Probably both tolls were merged between these years, as accounts from the administrative region of Syke list both tolls separately in 1572, but combined in 1586.","","","","","","","","","","","","","","","","","","","","","","","","",""
"8929","","Schlieme","Schlimme; Slime; Schlime; Slym; Schlim; Slyem","52.996894","8.946711","","y","y","1250","","In the 13th century, Brun von Hagen received the farm Schlieme as a fief from the count of Bruchhausen. In 1563, it is referred to as noble farm ('meierhof').","","","","","y","","1586","A toll in Schlieme is leased to Dietrich Behr in 1563 and mentioned in a 1584 complaint from Bremen, but not any more in a list of Weser tolls in a 1597 charter of the monastery of Hardehausen. Probably, the river tolls in Schlieme and nearby Dreye were merged in the meantime, as accounts of the administrative region of Syke list incomes from these tolls separately in 1572, but combined in 1586. According to the 1572 account, the toll in Schlieme had higher revenues than the one in Dreye.","","","","","","","","","","","","","","","","","","","","","","","","",""
"8930","","Wetenkamp","Wetenkampe","52.99501","9.07801","","y","","","","","","","","","y","1300","1606","A toll of the archbishop of Bremen at the confluence of the Weser and Aller rivers near Thedinghausen already existed in the 14th century. Half of the toll was leased to Bremen burgomaster Dirick Hoyer in the 16th century, and returned to the Bremen cathedral chapter after Hoyer's death in 1569. The toll was moved to Intschede in 1607 because of changes in the course of the Aller. Toll tariffs are known for the early 15th century and 1545; for the years after 1567, toll registers are extant (Niedersächsisches Landesarchiv Stade, analysed by Peters 1913).","","","","","","","","","","","","","","","","","","","","","","","","",""
"8931","2778","","","52.10181","9.35314","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1000","","The only bridge across the Weser river between Höxter and Minden, which was constructed shortly after 1000. At first it was a wooden bridge, which had to be renovated multiple times. It was replaced by a bridge with stone pillars between 1380 and 1390. A bridge toll is attested in the 14th century.","","","","","","","",""
"8933","18","Bremer Schlagd","","51.418997","9.650177","","","","","","","","","","","y","1582","","A toll on the Weser river in Münden is mentioned in a 1584 complaint from Bremen. Probably, it refers to the harbours fees that were introduced two years earlier.","","","","","","","","","","","","","","","","","","y","","","At the confluence of the Fulda and Werra, the harbour for traffic on the Weser was located, which was named Bremer Schlagd after the sea port at the other end of the river. The harbour quays were extended in 1582; at the occasion harbour fees ('Schlachtgeld') were introduced.","","","",""
"8934","","Varenholz","Vorenholte; Fornholte; Vorneholte; Vorenholthe; Varenholte; Voremholte; Varnholte; Fernholte; Wornholte; Vorhenholthe; Vornholtthe; Varenholtz; Vornholdt; Varenholtz; Varnholz; Vorenholtz; Furenholt; Varnhold","52.170763","8.986054","2817865","y","y","1176","","First mentioned in 1176. A castle was built around this time, and is first mentioned in 1323, when it was sold to the lords of Lippe. The settlement developed into a borough ('flecken') in the 16th century.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8935","973","Kleine Schlachte","","53.07209","8.80893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1250","","The so-called ""kleine"" ('small') Schlachte was located east of the Weser bridge. It served as a harbour for river traffic, contrary to the Schlachte, located west of the bridge, which was the sea port of Bremen. The river harbour appears for the first time on the map of Bremen by Braun/Hogenberg (1588/9) and was constructed from stone shortly before. However, a landing place for timber rafts was probably already existing on this spot in the 13th century.","","","",""
"8936","8884","","","52.19081","9.07926","","y","","","","","","","","","y","1391","","In Rinteln a shipping toll was levied on the Weser river by the count of Schaumburg. The toll registers, which are available from the year 1571 (NLA Bückeburg), give an extraordinary insight in traffic on the river in the late 16th century.","","","","","","","","","","","","","","","","","","y","","","The harbour was of minor importance for the town Rinteln. According to Merian's town view of 1647, it was located on the northern shore of the Weser, which was unpaved.","","","",""
"8937","4958","","","52.28973","8.92368","","y","","","","","","","","","","","","","","","","","","","","","","y","1319","","A ferry is first mentioned in 1319, but was probably much older. It seems that it operated next to the bridge, which was not usable for heavier traffic before its construction from stone. Afterwards, a ferry was deployed as well in the frequent cases of damage to the bridge.","y","1232","","A ferry across the Weser river was probably replaced by a wooden bridge in the 11th century. A bridge toll for foreigners is mentioned in 1232. Around 1340, the bridge rested on stone pillars, until it was replaced by a bridge completely constructed from stone in 1463.","","","","","","","",""
"8938","","Vegesack","Fegesack; Fegesakke","53.16807","8.62331","2817783","y","y","1500","","An inn ""Zum Vegesack"" is mentioned around 1500. At the end of the 16th century, a settlement developed around the harbour basin.","","","","","","","","","","","","","","","","","","","","","","","","","","y","1587","","Because large ships had ever greater trouble reaching the harbour of Bremen due to the silting up of the river Weser, a new harbour basin in Vegesack was planned in 1618. The plans were realised between 1619 and 1622. However, travel accounts of the Utrecht antiquarian Aernout van Buchel from 1587 and 1591 attest that the harbour of Vegesack was used as a landing place for sea-going ships on the way to Bremen already before the construction of the harbour basin.","","","",""
"8939","973","Schlachte","","53.07518","8.8031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1247","","The port activities at the Balge, the original harbour of Bremen, expanded to include the bank of the Weser river in the course of the 13th century, which developed into Bremen's harbour for sea-going traffic under the name ""Schlachte"". Originally, landing facilities were made of wooden pile work (from which the name ""Schlachte"" was derived), but stone quays were built in the 16th century.","","","",""
"8940","973","Balge","","53.07537","8.80635","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","780","1602","The Balge, a river arm of the Weser that was located directly next to the market square, was the oldest harbour of Bremen. Due to the limited place, building activities and silting up of the river arm, it gradually lost its significance to the new sea-going harbour at the river front, the Schlachte. However, the Balge regulations of 1399 indicate a still lively traffic at that time, though it must have remained limited to lighter boats. In the 16th century, it had largely lost its importance as a harbour and was closed for regular traffic in 1602.","","","",""
"8941","973","","","53.073386","8.804305","","","","","","","","","","","y","1379","","In 1379, a bridge toll is first mentioned. Until the 16th century, it was owned by the counts of Neubruchhausen and Hoya, from whose lands multiple villages had paid for the construction of the bridge. Still in 1533, the toll was owned by the count of Hoya, but by the 18th century, it was in the hands of the cathedral and six Bremen families.","","","","","","","","","","","","","","y","1244","","Bridge over both arms of the Weser river, the ""kleine"" ('little') and ""große"" ('large') Weser. A wooden bridge is first mentioned in 1244. Between 1522 and 1531, a large tower, called the ""Braut"" ('bride'), was constructed on the peninsula between both river arms to guard the bridge. At the occasion, the bridge over the little Weser, which was presumably originally a straight continuation of the large bridge, was reconstructed as a draw bridge a little upstream on the Teerhof peninsula.","","","","","","","",""
"8942","","Intschede","","52.9624","9.1273","2895903","y","","","","","","","","","y","1607","","In 1607, the toll at the mouth of the river Aller in the Weser near Wetenkamp (Thedinghausen) was moved to Intschede because of changes in the course of the river. Toll registers are available in the Niedersächsisches Landesarchiv Stade; for the year 1610/11, they have been analysed by Peters (1913).","","","","","","","","","","","","","","","","","","","","","","","","",""
"8943","","Afferdsche Warte","Afferder Warte; Stenewarde","52.10252","9.38855","","y","y","1385","","Watchtower at the crossing of the Hamel river in the defensive enclosure ('landwehr') of Hameln, first mentioned in 1385. The tower is mentioned in 1415 as a stone building.","","","","","","","","","","","","","","","","","","","","","","y","1356","","A bridge across the river Hamel is mentioned in 1356 and 1394.","","","","","","","",""
"8944","","Wehrberger Warte","","52.11945","9.32092","","y","y","1385","","Watchtower in the defensive enclosure ('landwehr') of Hameln, which is first mentioned in 1385. The tower was located in such a way that both land and river traffic could be watched over.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8947","","Grudzice","Gruden; Grudewitz","50.645198","17.985999","3098216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8948","","Pyskowice","Peiskretscham","50.398256","18.627198","3087628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8949","","Chechło","","50.367581","19.512558","3101824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8950","","Częstochowa","Czestochowa; Tschenstochau","50.811951","19.128802","3100946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8951","","Skalbmierz","Skałbmierz","50.319759","20.399477","759172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8952","","Wawrzeńczyce","","50.106979","20.299055","756084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8953","","Pławno","","50.977843","19.455099","3088873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8954","1177","","","52.62567","10.07715","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","","Important transshipment point between water and land traffic between Bremen and Braunschweig. On a view of Celle by Merian (1654), we can see that the harbour was located next to the water mill near the castle.","","","",""
"8955","","","","52.4626","9.4739","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1390","","In 1390, the town of Hannover and the owner of the Bordenau mill weir agreed that the weir should be opened to shipping on the Leine at all times."
"8956","","Bothmer Mühle","","52.70456","9.59415","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1389","1516","In 1389 the town Hannover agreed with Eberhard von Mahrenholz, the owner of the Bothmer mill, that he would construct a passage for ships on the Leine river in the mill weir. After the establishment of the shipping monopoly of Celle in 1516, the weir was barricaded by Celle. This led to conflicts with the towns Neustadt am Rübenberge and Hannover in 1546-8, which would last until the end of the 16th century."
"8957","","","","52.6548","9.6028","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1389","","In 1389 the town Hannover arranged with the owner of the mill weir in Grindau, that it had to be opened for ships on the Leine river at all times."
"8958","","","","52.634","9.582","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1390","","In 1390 the town Hannover and the owner of the Dinstorf mill weir agreed that the weir should be opened to ships on the Leine river at all times."
"8959","","","","52.5677","9.4976","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1390","","In 1390 the town Hannover arranged with the monastery Mariensee, the owner of the mill in Wulfelade, that the mill weir had to be opened to ships on the Leine river at any time. Moreover, the town promised to repair any damage inflicted to the mill weir by passing ships within four weeks."
"8960","","","","52.30142","10.48835","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1442","","A lock near Veltenhof was built between 1442 and 1444 as part of construction works to increase the navigability of the Oker river between Braunschweig and the castle Neubrück."
"8961","","Ölper","Elbere; Elber; Olber; Olbere; Ölber; Oelver; Oelper","52.28783","10.49567","2857299","y","y","1251","","First mentioned in 1251. In Ölper stood a watchtower of the defensive enclosure ('landwehr') of Braunschweig, which was erected around 1390.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8962","","","","52.28655","10.50725","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1442","","Between 1442 and 1444, locks were constructed in Veltenhof, Ölper and Watenbüttel, so that the Oker was navigable between Braunschweig and the castle Neubrück."
"8963","","","","52.308","10.46833","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1442","","Between 1442 and 1444, a lock was constructed near Watenbüttel in order to increase the navigability of the Oker river between Braunschweig and the castle Neubrück."
"8964","8005","","","52.919879","9.226117","","y","","","","","","","","","y","985","","The town acquired toll privileges in 985. According to 1460 complaints from the towns Brunswick and Celle, the toll tariff on the Aller river in Verden had at that time been increased to a sixfold of the previous tariff. Three years later, the toll was reduced again to 50 percent.","","","","","","","","","","","","","","","","","","y","","","","","","",""
"8965","","","","52.409","10.4001","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1460","","To make the Oker river navigable, the town of Braunschweig made an arrangement with the miller Lütkens in Hillerse to construct a lock in the mill weir. The lock was finalised in 1460."
"8966","","","","52.58412","10.18529","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1459","","Lock near Wienhausen, built between 1459 and 1461 by the town of Braunschweig to facilitate shipping on the Oker and Aller rivers."
"8967","1177","","","52.62741","10.07964","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1461","","Lock in the Aller river in Celle, which was built before 1461 to facilitate shipping between Braunschweig and Celle. Both towns paid half of the construction costs. The lock is displayed on an engraving by Merian from 1654."
"8968","","Lohnde","Lon; Lone; Loin; Löhne","52.40067","9.558871","2876193","y","y","1209","","First mentioned in 1209.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8969","5307","","","52.5058","9.4641","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1506","","A lock in the Leine in Neustadt was built in 1506."
"8970","","Marienwerder","Insula sancte Marie; Insula beate Marie; Insula iuxta Honovere; sancte Marie de Insula; Werdere; Werder; Marrienwerder; Marienwehrder","52.406572","9.626403","2873465","y","y","1196","","Foundation of a monastery of Augustinian canons in ca. 1196; the monks were replaced by nuns from the monastery Obernkirchen in 1216. It became a pilgrimage destination. In 1543, the monastery became a Lutheran Ladies' convent. The buildings were destroyed and plunedered during the Thirty Years' War in 1632, and rebuilt after a fire in 1687.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8971","","Ahlden","Alethen; Alden","52.7597","9.5579","2959237","y","y","1160","","First mentioned in 1160. The castle of Ahlden was confiscated by the dukes of Brunswick-Lüneburg in 1431. Around this time, the settlement acquired the character of a borough ('flecken').","","","","","y","1431","1630","With the acquisition of Ahlden by Lüneburg, it became one of the toll stations on the Aller river. An agreement between Hannover and Celle from 1507 defines that for ships sailing from Bremen to Hannover, half of the tolls in the duchy of Celle have to be paid in Ahlden. After changes in the course of the river between 1618 and 1630, the toll was levied in Hudemühlen. Toll revenues are known for the 18th and 19th century.","","","","","","","","","","","","","","","","","","","","","","","","",""
"8972","1863","","","52.7006","9.655","","y","","","","","","","","","","","","","","","","","","","","","","","","","","y","1586","","The bridge across the Aller near Essel became a hindrance for traffic on the river in the 16th century. Plans from 1586 to construct a higher bridge that could be passed by ships were never realised, according to a Bremen complaints from 1608. Instead there existed a hatch, for which one had to get the key from the bailiff ('vogt') in Essel. In order to get there, the marshy terrain separating the river and the settlement had to be crossed, which was difficult especially in winter when the marshes were flooded.","y","","","Essel was a transshipment point for the land and water traffic, predominantly between Bremen and Braunschweig. Around 1587 the Duke of Brunswick tried to stimulate the settlement as transshipment point, which led to complaints from Celle.","","","",""
"8973","2795","","","52.37219","9.73081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","","","","","",""
"8974","","Haren (Ems)","Haren; Harun; Neuenhaaren","52.791072","7.24184","2910514","y","y","1200","","The settlement, originally a fishing village, adopted the name of the current village Altharen. In the 13th century, the settlement had a church, and a castle of the bishop of Münster is mentioned in 1304.","","","","","y","1236","","A toll in Haren is first mentioned as a fief of the count of Tecklenburg in 1236; later it belonged to the bishop of Münster. A list of toll fees for various commodities exists for the year 1631. In the 17th century, half of the toll was owned by the town Meppen.","","","","","","y","1310","","Various fairs are mentioned in Haren in the early 14th century, for which merchants from Osnabrück received safe conduct. Of these fairs, the fairs at Pentecost and St John are still mentioned in the late 15th century, together with a new fair on St Giles.","","","","","","","","","","","","","","","",""
"8975","","Klapperturm","","51.81993","9.81562","","y","y","1446","","Watchtower of the defensive enclosure ('landwehr') of Einbeck on the street to Dassel, built in 1446. It is the only watchtower of Einbeck that still exists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8976","","Bartshäuser Turm","","51.840737","9.821251","","y","y","1439","","Watchtower of the defensive enclosure ('landwehr') of Einbeck, which is first mentioned in 1431. The tower itself is mentioned in 1439. Demolished in 1795.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8977","","","","51.5274","9.92304","","y","","","","","","","","","","","","","","","","","","","","","","","","","","y","1419","","","","","","","","","",""
"8978","","Leineturm","Roter Turm","51.705681","9.965568","","y","y","1399","","Watchtower on the crossing of the river Leine near Northeim, which was built in 1399. Since the late 16th century, there was an inn next to the tower. The tower was demolished in 1717.","","","","","","","","","","","","","","","","","","","","","","y","1400","","An older wooden bridge was replaced by a stone one in 1497. It was located 100m north of the current river crossing.","","","","","","","",""
"8979","5623","Stau","","53.140241","8.217053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1345","","The ""Stau"" at the mouth of the Haaren in the Hunte was the harbour of Oldenburg. Shipping traffic is first attested in the 14th century. An additional loading place for the river traffic was located in Donnerschwee, where a toll for ships loading timber is mentioned in 1428, and where pottery was loaded as well. In the course of the 15th century, shipping activity was moved from Donnerschwee to the Stau.","","","",""
"8980","2777","","","53.54469","9.98846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1500","","","","","",""
"8981","2777","","","53.54685","9.99977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1400","","","","","",""
"8982","4653","Bäckerstraße","","53.2488","10.40886","","","","","","","","","","","y","1383","","Toll of the dukes of Lüneburg on road traffic in the Bäckerstraße, first mentioned in 1383. Lüneburg citizens were exempted from toll payments. A toll register of ca. 1500 in a town account gives an impression of the traffic through the street.","","","","","","","","","","","","","","","","","","","","","","","","",""
"8983","4653","","","53.25136","10.41335","","","","","","","","","","","y","1465","1476","Already in 1396 Lüneburg had attempted in vain to levy a toll on traffic on the Ilmenau river. According to complaints from Hamburg, a toll was levied again in 1465, which was legalised by the emperor in a 1471 privilege. After conflicts with other Hanseatic towns, Lüneburg had to cancel the levying of the toll in 1476.","","","","","","","","","","","","","","","","","","y","","","River harbour at the Ilmenau, of which the shores were stabilised with stone quays since the 16th century at the latest. On the eastern side of the harbour, a crane existed since 1346 as well as a storage building ('kaufhaus'), which was enlarged in 1574. A new storage building was erected in 1622. The harbour basin could be closed off with a barrier; additionally a bastion was built to guard the harbour entrance in 1534, which had to be reconstructed after an explosion in 1537.","","","",""
"8984","","Krapendorf","Crapendorf","52.84306","8.03707","2884723","y","y","1185","","The settlement was first mentioned in 1185. In 1279 the castle Cloppenburg was built near the settlement, which developed into a town that converged with Krapendorf. However, both settlements remained independent until 1855.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8989","","Blechernkrug","","53.666944","12.268213","2947902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8990","8974","","","52.790034","7.24714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","","In the 17th century, Haren was the centre of the transport with barges ('pünten') on the Ems.","","","",""
"8991","6987","","","52.322245","7.223872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","","The Vechte was navigable up to Schüttorf with barges until the 20th century. The town was an important transshipment point for sandstone from the Bentheim quarries on its way to the Dutch cities.","","","",""
"8992","5461","","","52.434269","7.070189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","","Nordhorn was a transshipment harbour for sandstone from the Bentheim quarries on its way to the Dutch cities. The current street Steinmaate is a reminder of this.","","","",""
"8993","4881","","","52.694502","7.291097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","","The Ems river was navigable with larger ships downstream from Meppen, which made the town a transshipment point for water transport.","","","",""
"8994","4881","","","52.693942","7.288671","","","","","","","","","","","y","1385","","It is mentioned in 1482 that the town of Meppen would share the profits from the bridge toll, levied by the town alone before, with the bishop. The entire toll income was returned to the town in 1569.","","","","","","","","","","y","","1384","A ferry existed here until construction of a bridge in 1385.","y","1385","","A bridge over the Ems was built by the bishop of Münster in 1385. In 1569, it was acquired by the town.","","","","","","","",""
"8995","4881","","","52.69418","7.292598","","","","","","","","","","","y","1398","","It is mentioned in 1482 that the town of Meppen would share the profits from the bridge toll, levied by the town alone before, with the bishop. The entire toll income was returned to the town in 1569.","","","","","","","","","","","","","","y","1398","","The bridge over the Hase was first mentioned in 1398, when Bishop Otto of Münster bought half of the bridge. In the next year, the other half was acquired by the town of Meppen; In 1569, it was owned completely by the town.","","","","","","","",""
"8997","2840","","","52.671096","7.48676","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","","Bridge over the Hase. An extraordinary bridge toll is mentioned here in a complaint from Deventer, Kampen and Zwolle in 1569.","","","","","","","",""
